"YEAR","QUARTER","CITY1","CITY2","PASSENGERS FROM CITY1 TO CITY2","PASSENGERS FROM CITY2 TO CITY1","FREIGHT FROM CITY1 TO CITY2","FREIGHT FROM CITY2 TO CITY1"
"2015","Q1","ABUDHABI","AHMEDABAD","12764","15358","15.5","64.9"
"2015","Q1","ABUDHABI","BENGALURU","27341","35988","372.5","442.1"
"2015","Q1","ABUDHABI","CHENNAI","31756","32593","65.8","97"
"2015","Q1","ABUDHABI","DELHI","66416","65956","1542.3","1683.5"
"2015","Q1","ABUDHABI","GOA","8408","12593","18.8","0"
"2015","Q1","ABUDHABI","HYDERABAD","37265","44645","197.1","562.2"
"2015","Q1","ABUDHABI","JAIPUR","9437","10859","12.4","42.4"
"2015","Q1","ABUDHABI","KOCHI","34055","41972","33.1","273.9"
"2015","Q1","ABUDHABI","KOLKATA","1580","1799","0.5","14.5"
"2015","Q1","ABUDHABI","KOZHIKODE","31618","41032","7.7","480.5"
"2015","Q1","ABUDHABI","LUCKNOW","12961","13549","0.4","113.6"
"2015","Q1","ABUDHABI","MANGALORE","2813","3654","0","1"
"2015","Q1","ABUDHABI","MUMBAI","65961","80696","1118.2","1940.8"
"2015","Q1","ABUDHABI","PUNE","161","415","0","0"
"2015","Q1","ABUDHABI","TRIVANDRUM","21249","26012","9.4","225.9"
"2015","Q1","ADDIS ABABA","CHENNAI","0","0","0","92.1"
"2015","Q1","ADDIS ABABA","DELHI","10849","12192","38.3","37.4"
"2015","Q1","ADDIS ABABA","MUMBAI","16326","20996","116","2622.9"
"2015","Q1","ADEN","MUMBAI","3299","2199","0","31.8"
"2015","Q1","AL AIN","KOZHIKODE","1574","1945","0","0"
"2015","Q1","ALMATY","DELHI","6582","8318","5.7","84.5"
"2015","Q1","AMSTERDAM","CHENNAI","0","0","1384.7","899.6"
"2015","Q1","AMSTERDAM","DELHI","42570","47771","661.1","1540.1"
"2015","Q1","AMSTERDAM","MUMBAI","22640","23140","950.2","1978.6"
"2015","Q1","ASHGABAT","AMRITSAR","11182","10023","0","14.9"
"2015","Q1","ASHGABAT","DELHI","2540","2374","0","29.4"
"2015","Q1","BAHRAIN","BENGALURU","0","0","1","0"
"2015","Q1","BAHRAIN","CHENNAI","15610","17569","6.4","180.3"
"2015","Q1","BAHRAIN","DELHI","31214","32057","80.8","444.5"
"2015","Q1","BAHRAIN","HYDERABAD","7687","9198","0.4","0.1"
"2015","Q1","BAHRAIN","KOCHI","13940","15684","45.2","205.5"
"2015","Q1","BAHRAIN","KOZHIKODE","4044","6161","0","0"
"2015","Q1","BAHRAIN","MANGALORE","1863","3030","0","0"
"2015","Q1","BAHRAIN","MUMBAI","27815","36746","446.6","821.7"
"2015","Q1","BAHRAIN","TRIVANDRUM","11914","13082","5.2","257.4"
"2015","Q1","BANGKOK","AHMEDABAD","2249","0","0","0"
"2015","Q1","BANGKOK","BENGALURU","21342","22777","1067.3","1162.1"
"2015","Q1","BANGKOK","CHENNAI","17876","19926","1113.7","1404.5"
"2015","Q1","BANGKOK","DELHI","83219","87007","2165.1","1202.7"
"2015","Q1","BANGKOK","GAYA","6254","4119","0","0"
"2015","Q1","BANGKOK","HYDERABAD","11836","14140","308","557.7"
"2015","Q1","BANGKOK","KOLKATA","65213","64024","1028.2","1038.7"
"2015","Q1","BANGKOK","MUMBAI","90096","94099","3127.2","1925.7"
"2015","Q1","BANGKOK","VARANASI","1283","3654","0","0"
"2015","Q1","BIRMINGHAM","AMRITSAR","6260","4876","0","0"
"2015","Q1","BIRMINGHAM","DELHI","11962","12024","93.8","108.4"
"2015","Q1","BISHKEK","DELHI","609","818","0","131.2"
"2015","Q1","BRUSELLS","DELHI","9010","11692","643.9","620.8"
"2015","Q1","BRUSELLS","MUMBAI","12256","13480","844","520.6"
"2015","Q1","CAIRO","MUMBAI","2427","3529","29.1","31.5"
"2015","Q1","CHICAGO","DELHI","16671","20207","485.5","373.2"
"2015","Q1","CHICAGO","HYDERABAD","4150","5116","0","0"
"2015","Q1","CHITTAGONG","KOLKATA","5861","6001","0","0"
"2015","Q1","COLOGNE","MUMBAI","0","0","37.3","1230.4"
"2015","Q1","COLOMBO","BENGALURU","16087","16997","934.4","1202.3"
"2015","Q1","COLOMBO","CHENNAI","77904","81321","1092.3","2003.1"
"2015","Q1","COLOMBO","DELHI","11067","11515","104.1","186.5"
"2015","Q1","COLOMBO","GAYA","1333","950","0","0"
"2015","Q1","COLOMBO","KOCHI","17116","20771","120.9","487.7"
"2015","Q1","COLOMBO","MADURAI","14295","14441","0","0"
"2015","Q1","COLOMBO","MUMBAI","35501","37469","370.6","351.2"
"2015","Q1","COLOMBO","TIRUCHIRAPALLY","21806","23883","4","399.9"
"2015","Q1","COLOMBO","TRIVANDRUM","11945","10793","9.9","240.5"
"2015","Q1","COLOMBO","VARANASI","1418","1362","0","0"
"2015","Q1","DAMMAM","BENGALURU","386","466","0","72.1"
"2015","Q1","DAMMAM","CHENNAI","777","674","25.3","52"
"2015","Q1","DAMMAM","DELHI","27388","31116","101.2","155"
"2015","Q1","DAMMAM","HYDERABAD","4458","3818","0","3"
"2015","Q1","DAMMAM","KOCHI","9664","10774","28.9","302.1"
"2015","Q1","DAMMAM","KOZHIKODE","12294","14095","0.1","184.2"
"2015","Q1","DAMMAM","MANGALORE","3885","4232","0","0"
"2015","Q1","DAMMAM","MUMBAI","17995","20836","37.2","358.9"
"2015","Q1","DAMMAM","TRIVANDRUM","13432","14047","2.9","183.1"
"2015","Q1","DHAKA","CHENNAI","4046","3127","14.6","123.9"
"2015","Q1","DHAKA","DELHI","13880","12488","192.1","294.7"
"2015","Q1","DHAKA","KOLKATA","38733","41668","216.7","501.3"
"2015","Q1","DHAKA","MUMBAI","13837","12389","200.8","133"
"2015","Q1","DOHA","AHMEDABAD","12235","15357","78.6","423.2"
"2015","Q1","DOHA","AMRITSAR","14951","13431","3.6","27.1"
"2015","Q1","DOHA","BENGALURU","17821","20341","1160.6","1382.4"
"2015","Q1","DOHA","CHENNAI","20714","24022","2834.5","3577.5"
"2015","Q1","DOHA","DELHI","54826","56266","1722","4068.2"
"2015","Q1","DOHA","GOA","12141","15021","4.6","160.7"
"2015","Q1","DOHA","HYDERABAD","13651","14545","151.1","532.4"
"2015","Q1","DOHA","KOCHI","41743","51350","72.4","1859"
"2015","Q1","DOHA","KOLKATA","10262","11707","628.2","522.8"
"2015","Q1","DOHA","KOZHIKODE","23346","25108","3.9","165.6"
"2015","Q1","DOHA","MANGALORE","2301","3867","0","0"
"2015","Q1","DOHA","MUMBAI","49362","61336","2312.7","3917.2"
"2015","Q1","DOHA","TRIVANDRUM","13754","16257","3.8","295.2"
"2015","Q1","DUBAI","AHMEDABAD","48417","53741","603.3","1640.7"
"2015","Q1","DUBAI","AMRITSAR","13866","16281","0","0"
"2015","Q1","DUBAI","BENGALURU","78210","84425","3068.4","5377"
"2015","Q1","DUBAI","CHENNAI","102190","118103","2803.4","5533.5"
"2015","Q1","DUBAI","DELHI","218394","218530","3605.8","10927.5"
"2015","Q1","DUBAI","GOA","6236","7022","3.6","0"
"2015","Q1","DUBAI","HYDERABAD","99989","112952","830.6","3323.7"
"2015","Q1","DUBAI","JAIPUR","7208","8776","0","0"
"2015","Q1","DUBAI","KOCHI","99921","114833","478","3939.4"
"2015","Q1","DUBAI","KOLKATA","37283","41034","930.1","1832.7"
"2015","Q1","DUBAI","KOZHIKODE","78707","86289","57.1","2589.4"
"2015","Q1","DUBAI","LUCKNOW","20470","22064","0.1","34.5"
"2015","Q1","DUBAI","MADURAI","11693","12702","0","0"
"2015","Q1","DUBAI","MANGALORE","35738","43350","0.1","96.7"
"2015","Q1","DUBAI","MUMBAI","260038","300106","5551.6","13084.1"
"2015","Q1","DUBAI","PUNE","4698","6112","0","0"
"2015","Q1","DUBAI","TIRUCHIRAPALLY","13711","15124","0","0"
"2015","Q1","DUBAI","TRIVANDRUM","59586","71417","91.4","3222.3"
"2015","Q1","DUBAI","VISAKHAPATNAM","5003","4629","0.1","0"
"2015","Q1","DUSHANBE","DELHI","554","492","0","11.2"
"2015","Q1","FRANKFURT","BENGALURU","22765","22666","1939.5","1087.1"
"2015","Q1","FRANKFURT","CHENNAI","22196","23348","1411.8","1101"
"2015","Q1","FRANKFURT","DELHI","57758","58858","840.1","1883.5"
"2015","Q1","FRANKFURT","HYDERABAD","0","0","249.1","1451.5"
"2015","Q1","FRANKFURT","KOLKATA","0","0","0","0"
"2015","Q1","FRANKFURT","MUMBAI","24734","27909","4208.8","2026.1"
"2015","Q1","FRANKFURT","PUNE","3546","3447","0","0"
"2015","Q1","GUANGZHOU","DELHI","12982","16108","1547.9","495.4"
"2015","Q1","GUANGZHOU","MUMBAI","0","0","11.9","341.4"
"2015","Q1","HAA DHAALU ATOLL","TRIVANDRUM","747","1309","0","0"
"2015","Q1","HELNSKI","DELHI","13673","15886","685.9","1125.4"
"2015","Q1","HO CHI MINH CITY","DELHI","977","943","0.7","51.6"
"2015","Q1","HONG KONG","BENGALURU","18558","20974","848.8","766.3"
"2015","Q1","HONG KONG","CHENNAI","15311","16903","2932.2","3405.8"
"2015","Q1","HONG KONG","DELHI","62647","66144","11070","9977.5"
"2015","Q1","HONG KONG","HYDERABAD","7433","9261","593.3","780.7"
"2015","Q1","HONG KONG","MUMBAI","46451","49294","3834","7342.6"
"2015","Q1","ISTANBUL","DELHI","23639","23738","561.3","1020.6"
"2015","Q1","ISTANBUL","MUMBAI","25242","28909","1130.8","1973.3"
"2015","Q1","JEDDAH","BENGALURU","6224","6224","65.3","389.8"
"2015","Q1","JEDDAH","CHENNAI","7694","9384","200.5","449.4"
"2015","Q1","JEDDAH","DELHI","22630","24021","83.1","841.9"
"2015","Q1","JEDDAH","HYDERABAD","18531","20901","24.4","411.8"
"2015","Q1","JEDDAH","KOCHI","8562","9445","61.1","443.2"
"2015","Q1","JEDDAH","KOZHIKODE","37291","40961","43","954.7"
"2015","Q1","JEDDAH","LUCKNOW","10024","13486","7","32.4"
"2015","Q1","JEDDAH","MUMBAI","53255","53886","258.3","1040.5"
"2015","Q1","JOHANNESBERG","MUMBAI","8483","11916","52.6","644.2"
"2015","Q1","KABUL","DELHI","37194","32721","96.7","676.4"
"2015","Q1","KARACHI","DELHI","935","1814","2.3","4.8"
"2015","Q1","KARACHI","MUMBAI","2228","3581","15.7","95.7"
"2015","Q1","KATHMANDU","DELHI","91764","86994","299.2","222.8"
"2015","Q1","KATHMANDU","KOLKATA","4671","5084","1.7","4.7"
"2015","Q1","KATHMANDU","MUMBAI","22835","25412","49.6","30.6"
"2015","Q1","KATHMANDU","VARANASI","2299","4770","0","0"
"2015","Q1","KUALALUMPUR","BENGALURU","16290","18061","293.6","320.9"
"2015","Q1","KUALALUMPUR","CHENNAI","25227","31418","929.5","1130.9"
"2015","Q1","KUALALUMPUR","DELHI","48035","51148","1122.4","1203"
"2015","Q1","KUALALUMPUR","HYDERABAD","10041","11750","144.6","155.5"
"2015","Q1","KUALALUMPUR","KOCHI","37672","40961","119.2","179"
"2015","Q1","KUALALUMPUR","KOLKATA","13183","13288","47.5","148.6"
"2015","Q1","KUALALUMPUR","MUMBAI","30705","34222","983.4","1077.9"
"2015","Q1","KUALALUMPUR","TIRUCHIRAPALLY","49840","52696","0","758.3"
"2015","Q1","KUALALUMPUR","VISAKHAPATNAM","1825","1484","0","0"
"2015","Q1","KUNMING","KOLKATA","6531","7750","31.6","110.8"
"2015","Q1","KUWAIT","AHMEDABAD","2658","3055","1.7","0.2"
"2015","Q1","KUWAIT","CHENNAI","13350","14323","30.7","422.7"
"2015","Q1","KUWAIT","DELHI","10143","9022","166.4","225.9"
"2015","Q1","KUWAIT","GOA","2455","3552","1.3","0.7"
"2015","Q1","KUWAIT","HYDERABAD","1332","1158","0","0"
"2015","Q1","KUWAIT","KOCHI","10991","11953","58.1","109.4"
"2015","Q1","KUWAIT","KOZHIKODE","4889","5608","0","0"
"2015","Q1","KUWAIT","MANGALORE","2931","2810","0","0"
"2015","Q1","KUWAIT","MUMBAI","37922","50308","1184.5","1575"
"2015","Q1","KUWAIT","TRIVANDRUM","6507","7614","22.2","218"
"2015","Q1","LAHORE","DELHI","466","1484","14.7","4"
"2015","Q1","LEIPZIG","BENGALURU","0","0","0","2.6"
"2015","Q1","LEIPZIG","DELHI","0","0","863.5","2302.9"
"2015","Q1","LONDON","AHMEDABAD","4890","7480","0","0"
"2015","Q1","LONDON","AMRITSAR","0","5890","0","0"
"2015","Q1","LONDON","BENGALURU","12586","15251","683.4","788.1"
"2015","Q1","LONDON","CHENNAI","7977","11632","441.3","801.4"
"2015","Q1","LONDON","DELHI","122349","122506","4219","5875.1"
"2015","Q1","LONDON","HYDERABAD","9436","12362","248.1","625"
"2015","Q1","LONDON","MUMBAI","83375","94554","4312.8","5999.7"
"2015","Q1","LUXEMBOURG","CHENNAI","0","0","0","0"
"2015","Q1","LUXEMBOURG","DELHI","0","0","0","0"
"2015","Q1","MALE","BENGALURU","7293","7767","2.3","108.3"
"2015","Q1","MALE","CHENNAI","1475","2029","2.4","51.7"
"2015","Q1","MALE","KOCHI","3547","4262","14.3","9"
"2015","Q1","MALE","TRIVANDRUM","14129","17453","0.6","259.2"
"2015","Q1","MALPENSA","DELHI","7806","9260","190.7","109.3"
"2015","Q1","MANDALAY","GAYA","0","0","0","0"
"2015","Q1","MARUITIUS","BENGALURU","1574","1313","0","25.9"
"2015","Q1","MARUITIUS","CHENNAI","1464","2000","7.9","93.7"
"2015","Q1","MARUITIUS","DELHI","6429","6722","33.6","258.6"
"2015","Q1","MARUITIUS","MUMBAI","9846","10564","16.5","304.9"
"2015","Q1","MEDINA","DELHI","2317","2051","0","1.3"
"2015","Q1","MEDINA","KOCHI","0","0","0","0"
"2015","Q1","MEDINA","MUMBAI","3809","1730","0.2","2.5"
"2015","Q1","MELBOURNE","DELHI","8384","9132","64.1","181"
"2015","Q1","MOSCOW","DELHI","21827","27646","142.5","1151.2"
"2015","Q1","MOSCOW","GOA","12766","15118","0","9.3"
"2015","Q1","MUENCHEN","DELHI","15851","16968","933.8","1390.2"
"2015","Q1","MUENCHEN","MUMBAI","13922","16445","1350.6","1095.1"
"2015","Q1","MUSCAT","AHMEDABAD","4707","5771","0","1.7"
"2015","Q1","MUSCAT","BENGALURU","8209","9954","34.8","247.9"
"2015","Q1","MUSCAT","CHENNAI","30121","33801","25","437.6"
"2015","Q1","MUSCAT","DELHI","35904","36045","58.8","493.6"
"2015","Q1","MUSCAT","GOA","83","268","0","2.5"
"2015","Q1","MUSCAT","HYDERABAD","25550","28428","11.9","299"
"2015","Q1","MUSCAT","JAIPUR","11354","11904","38.5","73"
"2015","Q1","MUSCAT","KOCHI","31070","32046","68.9","400.4"
"2015","Q1","MUSCAT","KOZHIKODE","22325","25964","5.5","315.7"
"2015","Q1","MUSCAT","LUCKNOW","8471","12525","3.2","72.9"
"2015","Q1","MUSCAT","MANGALORE","3989","4508","1.2","0"
"2015","Q1","MUSCAT","MUMBAI","54046","69319","256.2","740.2"
"2015","Q1","MUSCAT","TRIVANDRUM","29767","31960","8.6","266.1"
"2015","Q1","NAIROBI","MUMBAI","23830","30259","74","1234.3"
"2015","Q1","NARITA","DELHI","19836","23771","747.8","1425.1"
"2015","Q1","NARITA","MUMBAI","2125","2594","0","0"
"2015","Q1","NAVOI","DELHI","0","0","426","1030.9"
"2015","Q1","NEW YORK","DELHI","19152","21087","452.9","387.5"
"2015","Q1","NEW YORK","MUMBAI","1237","3185","0","0"
"2015","Q1","NEWARK","AHMEDABAD","8586","11323","0","0"
"2015","Q1","NEWARK","DELHI","20771","21661","460.6","591.8"
"2015","Q1","NEWARK","MUMBAI","39718","47977","535.6","470.1"
"2015","Q1","OSAKA","DELHI","2128","2372","0","0"
"2015","Q1","OSAKA","MUMBAI","283","179","0","0"
"2015","Q1","PARIS","BENGALURU","14598","16914","759.8","1128.5"
"2015","Q1","PARIS","CHENNAI","1982","1574","0","0"
"2015","Q1","PARIS","DELHI","37459","42004","1925.8","2296.2"
"2015","Q1","PARIS","MUMBAI","34593","36814","1734","2249.8"
"2015","Q1","PARO","DELHI","4275","4534","0.9","3.3"
"2015","Q1","PARO","KOLKATA","1976","1890","0","4.7"
"2015","Q1","PEKING","DELHI","23641","26547","963.2","975.4"
"2015","Q1","RANGOON","DELHI","577","468","0","0"
"2015","Q1","RANGOON","GAYA","7245","6079","0.6","0"
"2015","Q1","RANGOON","KOLKATA","1718","2645","0","9.2"
"2015","Q1","RIYADH","BENGALURU","1424","1340","0","130.2"
"2015","Q1","RIYADH","CHENNAI","7352","7901","254.9","453.4"
"2015","Q1","RIYADH","DELHI","22038","25210","83.6","1304.7"
"2015","Q1","RIYADH","HYDERABAD","8933","10848","22.2","259.5"
"2015","Q1","RIYADH","KOCHI","7982","9634","44.6","539.1"
"2015","Q1","RIYADH","KOZHIKODE","16602","23607","10.2","626"
"2015","Q1","RIYADH","LUCKNOW","6972","10413","13.3","152"
"2015","Q1","RIYADH","MUMBAI","44601","55467","560.9","1110.7"
"2015","Q1","RIYADH","TRIVANDRUM","4591","7557","5.1","88.7"
"2015","Q1","ROME","DELHI","6921","12586","54.9","285.1"
"2015","Q1","SALALAH","KOCHI","997","1150","0","0"
"2015","Q1","SALALAH","KOZHIKODE","1839","2351","0","0"
"2015","Q1","SALALAH","TRIVANDRUM","579","963","0","0"
"2015","Q1","SANAA","MUMBAI","3542","4903","2.2","119.7"
"2015","Q1","SEOUL","CHENNAI","0","0","0","0"
"2015","Q1","SEOUL","DELHI","12964","14159","730.3","226.3"
"2015","Q1","SEOUL","MUMBAI","7125","9573","216.9","288"
"2015","Q1","SEYCHELLES","MUMBAI","3374","3690","0.8","3.5"
"2015","Q1","SHANGHAI","DELHI","7583","7837","650.7","128"
"2015","Q1","SHANGHAI","MUMBAI","2335","2316","7","0"
"2015","Q1","SHARJAH","AHMEDABAD","13299","14524","6.4","164.6"
"2015","Q1","SHARJAH","BENGALURU","11992","13817","6.4","226.6"
"2015","Q1","SHARJAH","CHENNAI","13516","17417","1.5","224.7"
"2015","Q1","SHARJAH","COIMBATORE","9627","10190","5.3","145"
"2015","Q1","SHARJAH","DELHI","28245","28810","89.4","468.9"
"2015","Q1","SHARJAH","GOA","8788","9944","9.6","38.7"
"2015","Q1","SHARJAH","HYDERABAD","14193","14463","46.2","137.3"
"2015","Q1","SHARJAH","JAIPUR","14356","14422","0","64.9"
"2015","Q1","SHARJAH","KOCHI","57188","65196","51.4","750.4"
"2015","Q1","SHARJAH","KOZHIKODE","41067","42697","8.7","597.2"
"2015","Q1","SHARJAH","MUMBAI","22348","28913","278.2","400.8"
"2015","Q1","SHARJAH","NAGPUR","6055","7077","1","130.8"
"2015","Q1","SHARJAH","PUNE","5991","6978","0","0"
"2015","Q1","SHARJAH","TRIVANDRUM","42675","44160","6.3","716.8"
"2015","Q1","SHENZHEN","MUMBAI","0","0","0","41.6"
"2015","Q1","SINGAPORE","AHMEDABAD","7706","9926","313.1","470.7"
"2015","Q1","SINGAPORE","BENGALURU","33831","35561","1179.4","1225.5"
"2015","Q1","SINGAPORE","CHENNAI","88291","100794","1932.2","3074.2"
"2015","Q1","SINGAPORE","COIMBATORE","4322","5599","5.9","77.9"
"2015","Q1","SINGAPORE","DELHI","86479","97730","3286.6","2623.3"
"2015","Q1","SINGAPORE","HYDERABAD","18410","22530","65.2","72.6"
"2015","Q1","SINGAPORE","KOCHI","14492","18893","16.9","176.9"
"2015","Q1","SINGAPORE","KOLKATA","12926","15222","364.9","709.2"
"2015","Q1","SINGAPORE","MUMBAI","79324","94249","2588.2","2438.7"
"2015","Q1","SINGAPORE","TIRUCHIRAPALLY","37809","39224","0","220.1"
"2015","Q1","SINGAPORE","TRIVANDRUM","4053","5640","3.8","50.7"
"2015","Q1","SINGAPORE","VISAKHAPATNAM","2743","3649","1.1","7.8"
"2015","Q1","SYDNEY","DELHI","8292","9943","25.5","242.7"
"2015","Q1","TAIPAE","DELHI","2595","6650","146.6","68.6"
"2015","Q1","TAIPAE","MUMBAI","0","0","67.7","0"
"2015","Q1","TASHKENT","AMRITSAR","2667","3313","0.9","23.6"
"2015","Q1","TASHKENT","DELHI","7553","9407","41.5","538.8"
"2015","Q1","TEHRAN","DELHI","5027","4215","22.5","361.9"
"2015","Q1","TEHRAN","MUMBAI","4494","4108","2.4","123.8"
"2015","Q1","TELAVIV","MUMBAI","8664","9773","269.7","392.5"
"2015","Q1","TOKYO","DELHI","13445","13529","1123.6","793.2"
"2015","Q1","TORONTO","DELHI","13272","12611","82.5","85"
"2015","Q1","VIENNA","DELHI","13318","15529","563.8","707"
"2015","Q1","ZURICH","DELHI","18380","19588","1038.7","1335.7"
"2015","Q1","ZURICH","MUMBAI","14119","19185","1138","1533"
"2015","Q2","ABUDHABI","AHMEDABAD","20070","23328","74.8","162.5"
"2015","Q2","ABUDHABI","BENGALURU","30924","27664","109.8","277.3"
"2015","Q2","ABUDHABI","CHENNAI","29859","28746","36.1","188.2"
"2015","Q2","ABUDHABI","DELHI","60782","67951","1428.1","2038.7"
"2015","Q2","ABUDHABI","GOA","802","1606","12.1","6.4"
"2015","Q2","ABUDHABI","HYDERABAD","37603","34543","55.9","443.5"
"2015","Q2","ABUDHABI","JAIPUR","8775","9399","11.3","28.5"
"2015","Q2","ABUDHABI","KOCHI","60921","56916","140.6","628.8"
"2015","Q2","ABUDHABI","KOZHIKODE","38536","38163","6.2","476.1"
"2015","Q2","ABUDHABI","LUCKNOW","13843","13832","0.1","105.5"
"2015","Q2","ABUDHABI","MANGALORE","19781","19570","0.3","9.2"
"2015","Q2","ABUDHABI","MUMBAI","79788","83807","1487.5","2578.7"
"2015","Q2","ABUDHABI","PUNE","8110","12676","0","0"
"2015","Q2","ABUDHABI","TRIVANDRUM","25687","25658","5.3","204.2"
"2015","Q2","ADDIS ABABA","CHENNAI","0","0","0","502.2"
"2015","Q2","ADDIS ABABA","DELHI","6658","7829","25.8","24.6"
"2015","Q2","ADEN","MUMBAI","0","0","0","0"
"2015","Q2","AL AIN","KOZHIKODE","1786","1976","0","0"
"2015","Q2","ALMATY","DELHI","4667","5324","4.9","85"
"2015","Q2","AMSTERDAM","DELHI","17994","20711","577.9","1592.7"
"2015","Q2","ASHGABAT","AMRITSAR","3423","7421","0","3.1"
"2015","Q2","ASHGABAT","DELHI","2149","2261","0","25"
"2015","Q2","BAGHDAD","DELHI","0","842","0","0"
"2015","Q2","BAHRAIN","BENGALURU","0","0","0.6","0"
"2015","Q2","BAHRAIN","CHENNAI","18597","17519","10.7","214.5"
"2015","Q2","BAHRAIN","DELHI","31208","30816","136","446.3"
"2015","Q2","BAHRAIN","HYDERABAD","8385","8084","1","0"
"2015","Q2","BAHRAIN","KOCHI","16297","15153","8.4","353"
"2015","Q2","BAHRAIN","KOZHIKODE","5253","6754","0","0"
"2015","Q2","BAHRAIN","MANGALORE","2551","3716","0","0"
"2015","Q2","BAHRAIN","MUMBAI","35049","39885","387.9","1047.3"
"2015","Q2","BAHRAIN","TRIVANDRUM","14170","12538","131.3","230.9"
"2015","Q2","BANGKOK","AHMEDABAD","3185","0","0","0"
"2015","Q2","BANGKOK","BENGALURU","23781","24993","983.7","783.4"
"2015","Q2","BANGKOK","CHENNAI","21041","22344","1037.8","1310.6"
"2015","Q2","BANGKOK","DELHI","85201","89927","2531.5","979"
"2015","Q2","BANGKOK","GAYA","322","160","0","0"
"2015","Q2","BANGKOK","HYDERABAD","13713","14842","488.6","403.2"
"2015","Q2","BANGKOK","KOLKATA","69319","70039","663.6","806"
"2015","Q2","BANGKOK","MUMBAI","92270","90960","3202.9","1801.7"
"2015","Q2","BANGKOK","VARANASI","162","322","0","0"
"2015","Q2","BIRMINGHAM","AMRITSAR","3355","6101","0","0"
"2015","Q2","BIRMINGHAM","DELHI","8313","11879","98.6","124.9"
"2015","Q2","BISHKEK","DELHI","1918","1410","0.5","336.4"
"2015","Q2","BRUSELLS","DELHI","7579","10781","629.3","661.3"
"2015","Q2","BRUSELLS","MUMBAI","11014","12425","774.9","675.1"
"2015","Q2","CAIRO","MUMBAI","3365","4446","70.7","49.3"
"2015","Q2","CHICAGO","DELHI","16366","19874","387.3","314.6"
"2015","Q2","CHICAGO","HYDERABAD","5832","6226","0","0"
"2015","Q2","CHITTAGONG","KOLKATA","7853","13344","0","0.1"
"2015","Q2","COLOGNE","MUMBAI","0","0","17.9","1355.1"
"2015","Q2","COLOMBO","BENGALURU","18146","18417","315.2","357.8"
"2015","Q2","COLOMBO","CHENNAI","88976","94312","947.5","2301.4"
"2015","Q2","COLOMBO","DELHI","12619","13637","175.4","198.9"
"2015","Q2","COLOMBO","GAYA","3","136","0","0"
"2015","Q2","COLOMBO","KOCHI","22891","20463","15.9","530.4"
"2015","Q2","COLOMBO","MADURAI","16652","16548","0","0"
"2015","Q2","COLOMBO","MUMBAI","31439","32752","346.3","308.9"
"2015","Q2","COLOMBO","TIRUCHIRAPALLY","24759","24265","5.8","439.6"
"2015","Q2","COLOMBO","TRIVANDRUM","17611","13458","18.7","522.4"
"2015","Q2","COLOMBO","VARANASI","90","210","0","0"
"2015","Q2","DAMMAM","BENGALURU","1048","729","0","21.5"
"2015","Q2","DAMMAM","CHENNAI","1051","1129","6.7","23.3"
"2015","Q2","DAMMAM","DELHI","25748","28673","144.3","236.9"
"2015","Q2","DAMMAM","HYDERABAD","4363","4582","4","38.4"
"2015","Q2","DAMMAM","KOCHI","11309","9980","2.9","273.2"
"2015","Q2","DAMMAM","KOZHIKODE","15820","15074","5.4","202.2"
"2015","Q2","DAMMAM","MANGALORE","5496","6218","0","0"
"2015","Q2","DAMMAM","MUMBAI","14511","16302","23.4","220.6"
"2015","Q2","DAMMAM","TRIVANDRUM","12771","13339","3.9","222.3"
"2015","Q2","DHAKA","CHENNAI","2851","2408","17.5","130.1"
"2015","Q2","DHAKA","DELHI","10486","11453","197.5","222.7"
"2015","Q2","DHAKA","KOLKATA","36191","40550","219.9","839.1"
"2015","Q2","DHAKA","MUMBAI","9119","8036","225.3","255.1"
"2015","Q2","DOHA","AHMEDABAD","14269","15019","212.4","1098.3"
"2015","Q2","DOHA","AMRITSAR","10669","14697","4.6","34.5"
"2015","Q2","DOHA","BENGALURU","20225","20333","1280.4","1236.9"
"2015","Q2","DOHA","CHENNAI","24153","24155","3018.3","3839.6"
"2015","Q2","DOHA","DELHI","50327","55377","2388.4","4315"
"2015","Q2","DOHA","GOA","11906","13385","5.6","128.3"
"2015","Q2","DOHA","HYDERABAD","14901","14965","284.6","697"
"2015","Q2","DOHA","KOCHI","55069","49816","74.5","2606.4"
"2015","Q2","DOHA","KOLKATA","10975","11167","672.4","574.2"
"2015","Q2","DOHA","KOZHIKODE","31162","29027","4.7","468.1"
"2015","Q2","DOHA","MANGALORE","3172","3933","0","0"
"2015","Q2","DOHA","MUMBAI","54555","61606","2970.9","4139.1"
"2015","Q2","DOHA","TRIVANDRUM","21710","20256","1.7","343.1"
"2015","Q2","DUBAI","AHMEDABAD","44164","50287","662.8","1761.7"
"2015","Q2","DUBAI","AMRITSAR","12798","16351","0","0"
"2015","Q2","DUBAI","BENGALURU","91594","88399","3625.2","6011.3"
"2015","Q2","DUBAI","CHENNAI","117706","119990","3272.7","5228.3"
"2015","Q2","DUBAI","DELHI","203463","219902","4696.3","11215.8"
"2015","Q2","DUBAI","GOA","4909","1860","2.5","0"
"2015","Q2","DUBAI","HYDERABAD","110757","117835","881.9","3928"
"2015","Q2","DUBAI","JAIPUR","7046","8765","0","0"
"2015","Q2","DUBAI","KOCHI","129829","121029","560.9","4497.9"
"2015","Q2","DUBAI","KOLKATA","33395","39891","1110.8","2219.3"
