"YEAR","QUARTER","CITY1","CITY2","PASSENGERS FROM CITY1 TO CITY2","PASSENGERS FROM CITY2 TO CITY1","FREIGHT FROM CITY1 TO CITY2","FREIGHT FROM CITY2 TO CITY1"
"2016","Q4","SANAA","MUMBAI","363","150","0","0.2"
"2016","Q4","SEOUL","CHENNAI","0","0","0","0"
"2016","Q4","SEOUL","DELHI","14328","13490","243.5","373.5"
"2016","Q4","SEOUL","MUMBAI","6145","5646","159.8","206.4"
"2016","Q4","SEYCHELLES","MUMBAI","6543","6906","0.5","28.4"
"2016","Q4","SHANGHAI","DELHI","10399","10207","527.5","148"
"2016","Q4","SHANGHAI","MUMBAI","3635","3309","357.5","104.7"
"2016","Q4","SHARJAH","AHMEDABAD","11833","13630","5.6","124.2"
"2016","Q4","SHARJAH","AMRITSAR","138","6","0","0"
"2016","Q4","SHARJAH","BENGALURU","12360","13736","46.2","206.6"
"2016","Q4","SHARJAH","CHANDIGARH","810","1042","0","0"
"2016","Q4","SHARJAH","CHENNAI","15997","16986","11.5","217.7"
"2016","Q4","SHARJAH","COIMBATORE","10405","10278","0.9","153.8"
"2016","Q4","SHARJAH","DELHI","27674","28200","118.8","256.7"
"2016","Q4","SHARJAH","GOA","7257","8838","20.7","77.7"
"2016","Q4","SHARJAH","HYDERABAD","14520","14347","5.6","169.6"
"2016","Q4","SHARJAH","JAIPUR","13480","14091","2.2","138"
"2016","Q4","SHARJAH","KOCHI","57161","59480","126.2","990.3"
"2016","Q4","SHARJAH","KOZHIKODE","45045","45100","8.1","542.1"
"2016","Q4","SHARJAH","LUCKNOW","87","148","0","0"
"2016","Q4","SHARJAH","MANGALORE","6142","9196","0.6","38.1"
"2016","Q4","SHARJAH","MUMBAI","33630","38780","106.5","543.2"
"2016","Q4","SHARJAH","NAGPUR","5456","7205","0.2","60.5"
"2016","Q4","SHARJAH","PUNE","82","88","0","0"
"2016","Q4","SHARJAH","TIRUCHIRAPALLY","1751","2604","0","1.7"
"2016","Q4","SHARJAH","TRIVANDRUM","46407","43372","6.4","874.3"
"2016","Q4","SHARJAH","VARANASI","5258","6342","0","0"
"2016","Q4","SHARJAH","VISAKHAPATNAM","83","67","0","0"
"2016","Q4","SHENZHEN","MUMBAI","0","0","0","0"
"2016","Q4","SINGAPORE","AHMEDABAD","6354","7066","440.3","607.1"
"2016","Q4","SINGAPORE","AMRITSAR","9938","9444","34.4","67.3"
"2016","Q4","SINGAPORE","BENGALURU","36318","37344","1694.7","1931.4"
"2016","Q4","SINGAPORE","CHENNAI","82969","91417","3928.7","4546.1"
"2016","Q4","SINGAPORE","COIMBATORE","5466","6516","9.4","113.3"
"2016","Q4","SINGAPORE","DELHI","70091","69645","3846.3","2880"
"2016","Q4","SINGAPORE","HYDERABAD","22800","21937","169.1","239.1"
"2016","Q4","SINGAPORE","KOCHI","20916","21554","40.7","205.7"
"2016","Q4","SINGAPORE","KOLKATA","11905","12461","458.6","889.7"
"2016","Q4","SINGAPORE","LUCKNOW","3497","3583","0","0"
"2016","Q4","SINGAPORE","MUMBAI","76374","81651","3864.3","3899.9"
"2016","Q4","SINGAPORE","TIRUCHIRAPALLY","41015","41654","4.5","407.3"
"2016","Q4","SINGAPORE","TRIVANDRUM","5190","6220","2.5","36.9"
"2016","Q4","SINGAPORE","VISAKHAPATNAM","2444","2993","1.6","1.4"
"2016","Q4","SYDNEY","DELHI","8898","10837","29.8","125.3"
"2016","Q4","TAIPAE","DELHI","3614","8324","360.9","185.1"
"2016","Q4","TAIPAE","MUMBAI","0","0","75.8","0"
"2016","Q4","TASHKENT","AMRITSAR","2439","2228","0.1","6.9"
"2016","Q4","TASHKENT","DELHI","11368","11073","50.1","444"
"2016","Q4","TEHRAN","DELHI","3705","4348","43.6","156.9"
"2016","Q4","TEHRAN","MUMBAI","3009","3347","28.2","65.5"
"2016","Q4","TELAVIV","MUMBAI","7450","6671","185","464.5"
"2016","Q4","TOKYO","DELHI","10219","10876","1057.6","439"
"2016","Q4","TORONTO","DELHI","25816","25629","227.3","608.1"
"2016","Q4","VIENNA","DELHI","7938","8010","95.3","78.7"
"2016","Q4","ZURICH","DELHI","16033","17472","953.1","1318.6"
"2016","Q4","ZURICH","MUMBAI","16516","19542","1183.5","1449.1"
"2017","Q1","ABUDHABI","AHMEDABAD","18792","24983","75.1","98.9"
"2017","Q1","ABUDHABI","BENGALURU","36376","34271","125.3","342"
"2017","Q1","ABUDHABI","CHENNAI","51323","51871","38.8","464.5"
"2017","Q1","ABUDHABI","DELHI","73669","79199","1155","2846.8"
"2017","Q1","ABUDHABI","GOA","0","0","0","0"
"2017","Q1","ABUDHABI","HYDERABAD","48996","46336","59.8","461.4"
"2017","Q1","ABUDHABI","JAIPUR","6765","8363","29.4","75.1"
"2017","Q1","ABUDHABI","KOCHI","77726","69181","64","987.8"
"2017","Q1","ABUDHABI","KOLKATA","9975","10149","12.1","118.4"
"2017","Q1","ABUDHABI","KOZHIKODE","49548","44315","64.1","459.5"
"2017","Q1","ABUDHABI","LUCKNOW","12597","13429","1","44.3"
"2017","Q1","ABUDHABI","MANGALORE","21169","18030","7.5","15.4"
"2017","Q1","ABUDHABI","MUMBAI","93621","110541","777.3","2275.7"
"2017","Q1","ABUDHABI","PUNE","9783","10966","0","0"
"2017","Q1","ABUDHABI","TRIVANDRUM","37232","34375","11.1","453.5"
"2017","Q1","ADDIS ABABA","CHENNAI","0","0","0","0"
"2017","Q1","ADDIS ABABA","DELHI","13579","15535","89.1","72.5"
"2017","Q1","ADDIS ABABA","MUMBAI","27725","31010","310.5","3528.5"
"2017","Q1","ADEN","MUMBAI","16","153","0","0.4"
"2017","Q1","AL AIN","KOZHIKODE","3952","4220","0","0"
"2017","Q1","ALMATY","DELHI","7787","7084","2.2","114.6"
"2017","Q1","ALMATY","GOA","0","0","0","0"
"2017","Q1","AMSTERDAM","DELHI","32739","37216","1585.5","2105.8"
"2017","Q1","AMSTERDAM","MUMBAI","20400","24157","953.1","732.1"
"2017","Q1","ANTALYA","DELHI","279","218","0","0"
"2017","Q1","ANTALYA","MUMBAI","0","0","0","1.1"
"2017","Q1","ASHGABAT","AMRITSAR","3120","7243","0","13.5"
"2017","Q1","ASHGABAT","DELHI","3354","3661","0","25.8"
"2017","Q1","BAGHDAD","DELHI","0","0","0","0"
"2017","Q1","BAHRAIN","BENGALURU","0","0","1.3","0"
"2017","Q1","BAHRAIN","CHENNAI","18563","17126","5.6","288.2"
"2017","Q1","BAHRAIN","DELHI","31680","31697","132.6","437.5"
"2017","Q1","BAHRAIN","HYDERABAD","12175","12103","4.7","0.1"
"2017","Q1","BAHRAIN","KOCHI","16674","15157","21.2","329.6"
"2017","Q1","BAHRAIN","KOZHIKODE","8053","7320","0","32.2"
"2017","Q1","BAHRAIN","MANGALORE","2989","3478","0","0"
"2017","Q1","BAHRAIN","MUMBAI","36810","36161","53.9","953.6"
"2017","Q1","BAHRAIN","TRIVANDRUM","14634","12444","28","242.9"
"2017","Q1","BANGKOK","AHMEDABAD","2492","0","8.2","0"
"2017","Q1","BANGKOK","BENGALURU","22542","23649","909.4","765.2"
"2017","Q1","BANGKOK","CHENNAI","30719","31984","1033.2","1265.3"
"2017","Q1","BANGKOK","DELHI","93601","106707","3357.2","933.9"
"2017","Q1","BANGKOK","GAYA","0","0","0","0"
"2017","Q1","BANGKOK","HYDERABAD","13709","14668","527.9","481.1"
"2017","Q1","BANGKOK","KOLKATA","70812","71568","537.3","611.3"
"2017","Q1","BANGKOK","MUMBAI","94150","92887","2761.3","1321.6"
"2017","Q1","BANGKOK","VARANASI","0","0","0","0"
"2017","Q1","BASRA","DELHI","0","218","0","0"
"2017","Q1","BIRMINGHAM","AMRITSAR","3470","6481","0.2","0"
"2017","Q1","BIRMINGHAM","DELHI","7832","9638","129.3","186"
"2017","Q1","BISHKEK","DELHI","2596","2830","0.1","89.5"
"2017","Q1","BRUSELLS","DELHI","0","0","0","0"
"2017","Q1","BRUSELLS","MUMBAI","0","0","0","0"
"2017","Q1","CAIRO","MUMBAI","3542","4392","2.4","25.1"
"2017","Q1","CHICAGO","DELHI","15916","21828","220","433"
"2017","Q1","CHICAGO","HYDERABAD","5249","4776","9.6","0"
"2017","Q1","CHITTAGONG","KOLKATA","11369","12700","0","0"
"2017","Q1","COLOGNE","DELHI","0","0","0","0"
"2017","Q1","COLOGNE","MUMBAI","0","0","0","1058.6"
"2017","Q1","COLOMBO","BENGALURU","18551","17379","827.8","1184.3"
"2017","Q1","COLOMBO","CHENNAI","95479","93424","1094.5","2277.9"
"2017","Q1","COLOMBO","DELHI","18090","23374","278.6","228.8"
"2017","Q1","COLOMBO","GAYA","0","0","0","0"
"2017","Q1","COLOMBO","KOCHI","23171","25088","98.8","693.9"
"2017","Q1","COLOMBO","KOLKATA","3843","5216","2.4","36"
"2017","Q1","COLOMBO","MADURAI","21001","20723","0","0"
"2017","Q1","COLOMBO","MUMBAI","33232","34068","282.9","372.3"
"2017","Q1","COLOMBO","TIRUCHIRAPALLY","25301","26000","6","459.2"
"2017","Q1","COLOMBO","TRIVANDRUM","15674","10453","37.2","416.3"
"2017","Q1","COLOMBO","VARANASI","0","0","0","0"
"2017","Q1","DAMMAM","BENGALURU","1151","566","0.2","94.2"
"2017","Q1","DAMMAM","CHENNAI","1567","1040","0.6","28.3"
"2017","Q1","DAMMAM","DELHI","30221","27164","128.3","178.3"
"2017","Q1","DAMMAM","HYDERABAD","2049","1898","1","30.9"
"2017","Q1","DAMMAM","KOCHI","17544","13487","25.3","408"
"2017","Q1","DAMMAM","KOZHIKODE","20251","17700","10.5","345.3"
"2017","Q1","DAMMAM","MANGALORE","6508","6206","4.1","0"
"2017","Q1","DAMMAM","MUMBAI","16258","14305","29.7","155.2"
"2017","Q1","DAMMAM","TRIVANDRUM","13783","12985","4.8","188.9"
"2017","Q1","DHAKA","CHENNAI","2133","2076","14.8","33.3"
"2017","Q1","DHAKA","DELHI","9407","9122","191.6","180.1"
"2017","Q1","DHAKA","KOLKATA","48047","55830","319.3","1197.2"
"2017","Q1","DHAKA","MUMBAI","11097","7572","240.1","223.6"
"2017","Q1","DOHA","AHMEDABAD","12481","14825","363.8","1387.4"
"2017","Q1","DOHA","AMRITSAR","9260","15015","6.4","29.4"
"2017","Q1","DOHA","BENGALURU","25320","25841","1552.3","2742.1"
"2017","Q1","DOHA","CHENNAI","23768","23321","3297.6","4412.5"
"2017","Q1","DOHA","DELHI","53772","56285","1862.6","5196.5"
"2017","Q1","DOHA","GOA","11737","14102","4.1","100.7"
"2017","Q1","DOHA","HYDERABAD","13601","14682","380.7","1498.1"
"2017","Q1","DOHA","KOCHI","56540","50401","160.9","2397.5"
"2017","Q1","DOHA","KOLKATA","16072","16701","865.9","1050.5"
"2017","Q1","DOHA","KOZHIKODE","37072","33657","5","439.6"
"2017","Q1","DOHA","MANGALORE","3682","4410","0.4","0"
"2017","Q1","DOHA","MUMBAI","50915","54098","3454.2","5393.8"
"2017","Q1","DOHA","NAGPUR","6941","9887","1.5","0"
"2017","Q1","DOHA","TRIVANDRUM","21583","19881","2.7","336.4"
"2017","Q1","DON MUEANG","BENGALURU","9688","8943","51","32"
"2017","Q1","DON MUEANG","CHENNAI","9275","9131","87.2","128.6"
"2017","Q1","DON MUEANG","KOCHI","4906","5146","0","0"
"2017","Q1","DUBAI","AHMEDABAD","47766","51003","476","1754.1"
"2017","Q1","DUBAI","AMRITSAR","24043","28814","15.2","35.4"
"2017","Q1","DUBAI","BENGALURU","102682","98256","3696.6","7012.5"
"2017","Q1","DUBAI","CHENNAI","123054","118504","3562.8","6045.8"
"2017","Q1","DUBAI","DELHI","223256","247244","4227.7","12524.2"
"2017","Q1","DUBAI","GOA","4023","3826","0.4","0"
"2017","Q1","DUBAI","HYDERABAD","129034","125215","816.4","4090.9"
"2017","Q1","DUBAI","JAIPUR","14584","17312","0.3","5.7"
"2017","Q1","DUBAI","KOCHI","142553","127646","607.4","4443.4"
"2017","Q1","DUBAI","KOLKATA","40654","36533","883.5","2877.8"
"2017","Q1","DUBAI","KOZHIKODE","67411","59821","29.3","686"
"2017","Q1","DUBAI","LUCKNOW","19494","20452","2.7","84.7"
"2017","Q1","DUBAI","MADURAI","15971","15254","0","0"
"2017","Q1","DUBAI","MANGALORE","41596","41186","2.2","116.9"
"2017","Q1","DUBAI","MUMBAI","285634","293911","4440","13344.6"
"2017","Q1","DUBAI","PUNE","16798","18782","0","0"
"2017","Q1","DUBAI","TIRUCHIRAPALLY","13773","13987","2.1","37.9"
"2017","Q1","DUBAI","TRIVANDRUM","75483","67455","167","2866.7"
"2017","Q1","DUBAI","VISAKHAPATNAM","4270","3242","0.2","0"
"2017","Q1","DUSHANBE","DELHI","1149","790","0.2","30.6"
"2017","Q1","FRANKFURT","AMRITSAR","0","0","0","0"
"2017","Q1","FRANKFURT","BENGALURU","27849","28685","2407.4","1873.2"
"2017","Q1","FRANKFURT","CHENNAI","20027","21925","1492.4","1326.9"
"2017","Q1","FRANKFURT","DELHI","42635","58088","1533.3","2149.1"
"2017","Q1","FRANKFURT","HYDERABAD","0","0","297.3","1460.1"
"2017","Q1","FRANKFURT","KOLKATA","0","0","0","0"
"2017","Q1","FRANKFURT","MUMBAI","25399","30057","3169.7","2213"
"2017","Q1","FRANKFURT","PUNE","2644","2669","0","0"
"2017","Q1","GUANGZHOU","DELHI","21507","26139","1732.8","659.6"
"2017","Q1","GUANGZHOU","MUMBAI","0","0","0","444.7"
"2017","Q1","HAA DHAALU ATOLL","TRIVANDRUM","498","561","0","0"
"2017","Q1","HELNSKI","DELHI","6825","9313","399.9","603.7"
"2017","Q1","HO CHI MINH CITY","DELHI","0","0","0","0"
"2017","Q1","HO CHI MINH CITY","MUMBAI","0","0","0","0"
"2017","Q1","HONG KONG","BENGALURU","21797","22334","887.8","1151.8"
"2017","Q1","HONG KONG","CHENNAI","18282","17916","4883.7","4056.3"
"2017","Q1","HONG KONG","DELHI","71668","77864","11716.8","3879.6"
"2017","Q1","HONG KONG","HYDERABAD","10341","10997","819","1438.5"
"2017","Q1","HONG KONG","KOLKATA","8318","8077","1041.4","560"
"2017","Q1","HONG KONG","MUMBAI","57637","58131","5339.3","3717.2"
"2017","Q1","ISTANBUL","DELHI","23694","28236","1295.1","1578.1"
"2017","Q1","ISTANBUL","MUMBAI","27118","31286","1337.5","2073.5"
"2017","Q1","JEDDAH","BENGALURU","6779","6900","58.8","296"
"2017","Q1","JEDDAH","CHENNAI","7825","7950","117","500.7"
"2017","Q1","JEDDAH","DELHI","28619","26800","266.9","1215.1"
"2017","Q1","JEDDAH","HYDERABAD","21533","21530","14.2","458.8"
"2017","Q1","JEDDAH","KOCHI","49097","44969","87.9","2093.7"
"2017","Q1","JEDDAH","KOZHIKODE","0","0","0","0"
"2017","Q1","JEDDAH","LUCKNOW","16499","17425","38","134.9"
"2017","Q1","JEDDAH","MUMBAI","51540","59701","374.9","1702.2"
"2017","Q1","KABUL","DELHI","21720","26102","208.4","1166.2"
"2017","Q1","KANDAHAR","DELHI","763","1029","0","0"
"2017","Q1","KARACHI","DELHI","618","1215","0","4.7"
"2017","Q1","KARACHI","MUMBAI","1602","2842","4.6","43.2"
"2017","Q1","KATHMANDU","BENGALURU","0","0","0","0"
"2017","Q1","KATHMANDU","DELHI","82489","76912","145.2","328.9"
"2017","Q1","KATHMANDU","KOLKATA","4654","3669","0.7","5.5"
"2017","Q1","KATHMANDU","MUMBAI","14147","11576","4.5","19.2"
"2017","Q1","KATHMANDU","VARANASI","93","115","0","0"
"2017","Q1","KUALALUMPUR","AMRITSAR","6014","7631","0","0"
"2017","Q1","KUALALUMPUR","BENGALURU","21006","19581","308.9","565.4"
"2017","Q1","KUALALUMPUR","CHENNAI","28916","29046","923","897.9"
"2017","Q1","KUALALUMPUR","DELHI","52279","55070","1280.4","1718.2"
"2017","Q1","KUALALUMPUR","GOA","0","0","0","0"
"2017","Q1","KUALALUMPUR","HYDERABAD","24569","23880","138.2","197.4"
"2017","Q1","KUALALUMPUR","KOCHI","37942","35086","19.2","67"
"2017","Q1","KUALALUMPUR","KOLKATA","13074","12377","58.3","149.8"
"2017","Q1","KUALALUMPUR","MUMBAI","37314","35759","81.5","239.2"
"2017","Q1","KUALALUMPUR","TIRUCHIRAPALLY","67823","62264","0.1","753.7"
"2017","Q1","KUALALUMPUR","TRIVANDRUM","4864","4228","0","11.1"
"2017","Q1","KUALALUMPUR","VISAKHAPATNAM","5450","4897","61.9","66.7"
"2017","Q1","KUNMING","DELHI","1109","1406","0","0"
"2017","Q1","KUNMING","KOLKATA","8031","8994","54.9","83.8"
"2017","Q1","KUWAIT","AHMEDABAD","7018","9298","0.5","85.7"
"2017","Q1","KUWAIT","BENGALURU","6004","6381","3.5","0.3"
"2017","Q1","KUWAIT","CHENNAI","15121","14594","116.3","784.8"
"2017","Q1","KUWAIT","DELHI","19267","19582","880","923"
"2017","Q1","KUWAIT","GOA","2124","3655","3","0"
"2017","Q1","KUWAIT","HYDERABAD","1759","1731","0.7","0.9"
"2017","Q1","KUWAIT","KOCHI","22911","20655","99.7","1074.1"
"2017","Q1","KUWAIT","KOZHIKODE","6273","5330","8.5","10.9"
"2017","Q1","KUWAIT","MANGALORE","2690","2656","1.7","0"
"2017","Q1","KUWAIT","MUMBAI","44396","48191","79","1735.4"
"2017","Q1","KUWAIT","TRIVANDRUM","8908","8152","16.3","156.2"
"2017","Q1","LAHORE","DELHI","666","2042","5.8","11.1"
"2017","Q1","LEIPZIG","BENGALURU","0","0","0","6.6"
"2017","Q1","LEIPZIG","DELHI","0","0","1156.6","2670.3"
"2017","Q1","LEIPZIG","MUMBAI","0","0","0","0.1"
"2017","Q1","LONDON","AHMEDABAD","4323","7426","19","3.6"
"2017","Q1","LONDON","AMRITSAR","0","1102","0","0"
"2017","Q1","LONDON","BENGALURU","20056","22370","503.2","899.5"
"2017","Q1","LONDON","CHENNAI","13681","17244","429.2","738.4"
"2017","Q1","LONDON","DELHI","94753","134752","4148.1","7232"
"2017","Q1","LONDON","GOA","0","0","0","0"
"2017","Q1","LONDON","HYDERABAD","14681","18217","361.2","604.3"
"2017","Q1","LONDON","MUMBAI","89543","112550","4009.6","6456.8"
"2017","Q1","LUXEMBOURG","CHENNAI","0","0","379.2","666.8"
"2017","Q1","LUXEMBOURG","DELHI","0","0","0","0"
"2017","Q1","LUXEMBOURG","MUMBAI","0","0","244.4","562.6"
"2017","Q1","MALE","BENGALURU","5323","6067","1.6","69.7"
"2017","Q1","MALE","CHENNAI","2672","2608","4.8","62.4"
"2017","Q1","MALE","KOCHI","6378","6268","0","21.7"
"2017","Q1","MALE","TRIVANDRUM","11821","13112","0.6","349.1"
"2017","Q1","MALPENSA","DELHI","8454","8000","197.2","223.1"
"2017","Q1","MALPENSA","MUMBAI","0","0","325","0"
"2017","Q1","MANCHESTER","GOA","0","0","0","0"
"2017","Q1","MANDALAY","GAYA","0","0","0","0"
"2017","Q1","MARUITIUS","BENGALURU","2128","1829","13.9","18"
"2017","Q1","MARUITIUS","CHENNAI","1261","1630","3.1","47.1"
"2017","Q1","MARUITIUS","DELHI","7052","8281","14.4","87.1"
"2017","Q1","MARUITIUS","MUMBAI","14317","15774","24.2","411.4"
"2017","Q1","MEDINA","DELHI","2581","2170","0.1","0.5"
"2017","Q1","MEDINA","HYDERABAD","293","0","0","0"
"2017","Q1","MEDINA","KOCHI","0","0","0","0"
"2017","Q1","MEDINA","MUMBAI","3437","1725","0","0"
"2017","Q1","MELBOURNE","DELHI","6801","8777","20.2","87.4"
"2017","Q1","MOSCOW","DELHI","21334","26008","46.2","297.3"
"2017","Q1","MOSCOW","GOA","124","408","0","0"
"2017","Q1","MUENCHEN","DELHI","14617","19531","823.6","1230.2"
"2017","Q1","MUENCHEN","MUMBAI","15355","18083","1165.4","1239"
"2017","Q1","MUSCAT","AHMEDABAD","8893","10709","0","30.8"
"2017","Q1","MUSCAT","BENGALURU","24192","19552","12.7","309"
"2017","Q1","MUSCAT","CHENNAI","34356","33672","25.2","393.1"
"2017","Q1","MUSCAT","DELHI","42901","44214","317.5","574.4"
"2017","Q1","MUSCAT","GOA","8102","10978","9","42.8"
"2017","Q1","MUSCAT","HYDERABAD","29806","27565","12.5","245.9"
"2017","Q1","MUSCAT","JAIPUR","8808","11030","9","62.7"
"2017","Q1","MUSCAT","KOCHI","50776","41874","96.1","859.8"
"2017","Q1","MUSCAT","KOZHIKODE","30130","25842","17.9","344.3"
"2017","Q1","MUSCAT","LUCKNOW","18028","19914","126.6","230.2"
"2017","Q1","MUSCAT","MANGALORE","5701","5242","0","0"
"2017","Q1","MUSCAT","MUMBAI","57247","65906","61.7","1386.7"
"2017","Q1","MUSCAT","TRIVANDRUM","33082","31808","45.9","530.7"
"2017","Q1","NAIROBI","MUMBAI","10983","12517","29.5","8.2"
"2017","Q1","NARITA","DELHI","16637","21273","1325.5","1371.8"
"2017","Q1","NARITA","MUMBAI","8645","9217","0","0"
"2017","Q1","NAVOI","DELHI","0","0","754.5","1396.2"
"2017","Q1","NAVOI","MUMBAI","0","0","206.2","391.6"
"2017","Q1","NEW YORK","DELHI","18991","23336","41.4","312.6"
"2017","Q1","NEW YORK","MUMBAI","1883","3715","123.1","192.4"
"2017","Q1","NEWARK","AHMEDABAD","4594","7836","3.2","0"
"2017","Q1","NEWARK","DELHI","19840","21803","246.1","595"
"2017","Q1","NEWARK","MUMBAI","35975","41176","393.1","370.5"
"2017","Q1","OSAKA","DELHI","1000","1255","146.6","87.1"
"2017","Q1","OSAKA","KOLKATA","0","0","0","0"
"2017","Q1","OSAKA","MUMBAI","333","212","17.1","4.1"
"2017","Q1","PARIS","BENGALURU","12460","11273","790.2","525"
"2017","Q1","PARIS","CHENNAI","2547","1688","0","0"
"2017","Q1","PARIS","DELHI","23998","28741","1480.8","1121.6"
"2017","Q1","PARIS","MUMBAI","30548","35237","1870.7","2172.6"
"2017","Q1","PARO","DELHI","6178","6654","0.7","16.4"
"2017","Q1","PARO","KOLKATA","9007","9142","0","4.2"
"2017","Q1","PEKING","DELHI","25571","29727","893.9","663.2"
"2017","Q1","RANGOON","DELHI","507","514","0","0.1"
"2017","Q1","RANGOON","GAYA","1311","1762","0","0"
"2017","Q1","RANGOON","KOLKATA","1385","1980","0.1","8.5"
"2017","Q1","RASALKHAMA","KOZHIKODE","4625","3702","0","1.2"
"2017","Q1","REUNION","CHENNAI","461","496","0","3.3"
"2017","Q1","RIYADH","BENGALURU","2412","1760","0","105.9"
"2017","Q1","RIYADH","CHENNAI","10352","6661","44.3","550.3"
"2017","Q1","RIYADH","DELHI","23597","22075","392.4","1167.8"
"2017","Q1","RIYADH","HYDERABAD","10296","9803","36.8","308.3"
"2017","Q1","RIYADH","KOCHI","26574","21163","64.4","1280.5"
"2017","Q1","RIYADH","KOZHIKODE","0","0","0","0"
"2017","Q1","RIYADH","LUCKNOW","10450","10537","29.5","402.5"
"2017","Q1","RIYADH","MUMBAI","46921","47100","166.9","1424"
"2017","Q1","RIYADH","TRIVANDRUM","7659","6425","2.8","124.9"
"2017","Q1","ROME","DELHI","8282","11754","60.2","129.9"
"2017","Q1","SALALAH","KOCHI","1226","1247","0","0"
"2017","Q1","SALALAH","KOZHIKODE","2097","2074","0","0.9"
"2017","Q1","SALALAH","TRIVANDRUM","743","637","0","0"
"2017","Q1","SAN FRANCISCO","BENGALURU","566","667","0","0"
"2017","Q1","SAN FRANCISCO","DELHI","5908","7775","23.3","39.9"
"2017","Q1","SANAA","MUMBAI","414","612","0","6.4"
"2017","Q1","SEOUL","CHENNAI","0","0","0","0"
"2017","Q1","SEOUL","DELHI","8374","10369","344.9","409.1"
"2017","Q1","SEOUL","MUMBAI","6043","7128","169.2","208.8"
"2017","Q1","SEYCHELLES","MUMBAI","6546","6907","2.6","10.2"
"2017","Q1","SHANGHAI","DELHI","9633","9496","523.9","163.6"
"2017","Q1","SHANGHAI","MUMBAI","3756","3884","278.1","114.8"
"2017","Q1","SHARJAH","AHMEDABAD","13308","13324","3.7","187.4"
"2017","Q1","SHARJAH","BENGALURU","14270","13367","26.4","206.6"
"2017","Q1","SHARJAH","CHENNAI","16024","17064","9.6","251.6"
"2017","Q1","SHARJAH","COIMBATORE","10506","10027","3.3","156.8"
"2017","Q1","SHARJAH","DELHI","26632","28172","156.2","445.1"
"2017","Q1","SHARJAH","GOA","8916","7292","37.8","57.3"
"2017","Q1","SHARJAH","HYDERABAD","14428","14011","123.7","760.7"
"2017","Q1","SHARJAH","JAIPUR","14120","13842","1.8","129.1"
"2017","Q1","SHARJAH","KOCHI","58883","56179","74.4","987.4"
"2017","Q1","SHARJAH","KOZHIKODE","46054","43597","17","519.6"
"2017","Q1","SHARJAH","MUMBAI","35132","39274","163.8","455.2"
"2017","Q1","SHARJAH","NAGPUR","6486","6694","0.9","79.2"
"2017","Q1","SHARJAH","PUNE","0","0","0","0"
"2017","Q1","SHARJAH","TRIVANDRUM","46937","43048","32.3","866.8"
"2017","Q1","SHARJAH","VARANASI","5253","5934","0.3","0"
"2017","Q1","SHENZHEN","MUMBAI","0","0","0","0"
"2017","Q1","SINGAPORE","AHMEDABAD","8589","9371","499","673.3"
"2017","Q1","SINGAPORE","AMRITSAR","4104","4995","0","41.1"
"2017","Q1","SINGAPORE","BENGALURU","42278","42214","1636.1","1883.1"
"2017","Q1","SINGAPORE","CHENNAI","91038","94371","2951.7","3405.1"
"2017","Q1","SINGAPORE","COIMBATORE","7189","6968","7.5","113.8"
"2017","Q1","SINGAPORE","DELHI","76257","86855","4089.2","3614.3"
"2017","Q1","SINGAPORE","HYDERABAD","26045","27325","168.8","278.1"
"2017","Q1","SINGAPORE","KOCHI","22131","22413","50.6","217.2"
"2017","Q1","SINGAPORE","KOLKATA","13496","13803","461","832.9"
"2017","Q1","SINGAPORE","LUCKNOW","5261","4868","0","0"
"2017","Q1","SINGAPORE","MUMBAI","93369","94950","3639.1","3675.9"
"2017","Q1","SINGAPORE","TIRUCHIRAPALLY","44079","42735","5.9","368.1"
"2017","Q1","SINGAPORE","TRIVANDRUM","6062","6385","7.9","32.5"
"2017","Q1","SINGAPORE","VISAKHAPATNAM","3153","3690","4.6","1.4"
"2017","Q1","SYDNEY","DELHI","8996","10546","31","122.7"
"2017","Q1","TAIPAE","DELHI","2057","7659","208.2","167.3"
"2017","Q1","TAIPAE","MUMBAI","0","0","52.2","0"
"2017","Q1","TASHKENT","AMRITSAR","1139","1852","0.8","9.5"
"2017","Q1","TASHKENT","DELHI","10408","11323","32.5","325.2"
"2017","Q1","TEHRAN","DELHI","3852","4175","23","144.5"
"2017","Q1","TEHRAN","MUMBAI","4231","4443","5","80.7"
"2017","Q1","TELAVIV","MUMBAI","5903","6953","155.4","362.6"
"2017","Q1","TOKYO","DELHI","10276","13292","1259.2","723.8"
"2017","Q1","TORONTO","DELHI","21579","29078","187.3","358.8"
"2017","Q1","VIENNA","DELHI","6363","8275","125.8","87.5"
"2017","Q1","ZURICH","DELHI","14578","20335","1083.9","1429.7"
"2017","Q1","ZURICH","MUMBAI","15487","20426","1205.4","1482.5"
"2017","Q2","ABUDHABI","AHMEDABAD","21878","22541","7.2","200.0"
"2017","Q2","ABUDHABI","BENGALURU","41843","35911","144.0","502.2"
"2017","Q2","ABUDHABI","CHENNAI","38005","34052","22.4","365.2"
"2017","Q2","ABUDHABI","DELHI","84376","91229","1765.9","3171.2"
"2017","Q2","ABUDHABI","GOA","0","0","0.0","0.0"
"2017","Q2","ABUDHABI","HYDERABAD","48359","44884","161.2","539.2"
"2017","Q2","ABUDHABI","JAIPUR","4333","5667","21.1","46.5"
"2017","Q2","ABUDHABI","KOCHI","76881","65760","32.8","693.3"
